"conflict_id","dyad_id","location_inc","side_a","side_a_id","side_a_2nd","side_b","side_b_id","side_b_2nd","incompatibility","territory_name","year","bd_best","bd_low","bd_high","type_of_conflict","battle_location","gwno_a","gwno_a_2nd","gwno_b","gwno_b_2nd","gwno_loc","gwno_battle","region","version","u_ucdp_conflict_year_conflict_id","u_ucdp_conflict_year_year"
325,"711, 709, 708","Pakistan","Government of Pakistan","142","","BRA, BLF, BLA","289, 1166, 287","",1,"Balochistan",2012,118,118,362,3,"Pakistan","770","","","","770","770","3","23,1",325,2012
325,"709","Pakistan","Government of Pakistan","142","","BLA","287","",1,"Balochistan",2013,45,45,45,3,"Pakistan","770","","","","770","770","3","23,1",325,2013
325,"711, 709","Pakistan","Government of Pakistan","142","","BRA, BLA","289, 287","",1,"Balochistan",2014,90,90,90,3,"Pakistan","770","","","","770","770","3","23,1",325,2014
325,"711, 709, 708","Pakistan","Government of Pakistan","142","","BRA, BLF, BLA","289, 1166, 287","",1,"Balochistan",2015,107,107,107,3,"Pakistan","770","","","","770","770","3","23,1",325,2015
326,"712","Eritrea","Government of Eritrea","98","","EIJM - AS","495","",2,"",2003,57,57,57,3,"Eritrea","531","","","","531","531","4","23,1",326,2003
326,"712","Eritrea","Government of Eritrea","98","","EIJM - AS","495","",2,"",1997,31,31,117,3,"Eritrea","531","","","","531","531","4","23,1",326,1997
326,"712","Eritrea","Government of Eritrea","98","","EIJM - AS","495","",2,"",1999,25,25,239,3,"Eritrea","531","","","","531","531","4","23,1",326,1999
327,"714","Angola","Government of Angola","99","Government of Cuba","UNITA","567","",2,"",1989,2810,2810,6283,4,"Angola","540","40","","","540","540","4","23,1",327,1989
327,"714","Angola","Government of Angola","99","","UNITA","567","",2,"",1990,2558,2557,4452,3,"Angola","540","","","","540","540","4","23,1",327,1990
327,"714","Angola","Government of Angola","99","","UNITA","567","",2,"",1991,491,491,647,3,"Angola","540","","","","540","540","4","23,1",327,1991
327,"714","Angola","Government of Angola","99","","UNITA","567","",2,"",1992,2321,2321,3572,3,"Angola","540","","","","540","540","4","23,1",327,1992
327,"714","Angola","Government of Angola","99","","UNITA","567","",2,"",1993,12054,12054,23329,3,"Angola","540","","","","540","540","4","23,1",327,1993
327,"714","Angola","Government of Angola","99","","UNITA","567","",2,"",1994,3924,3920,11087,3,"DR Congo (Zaire), Angola","540","","","","540","540, 490","4","23,1",327,1994
327,"714","Angola","Government of Angola","99","","UNITA","567","",2,"",1995,162,162,522,3,"Angola","540","","","","540","540","4","23,1",327,1995
327,"714","Angola","Government of Angola","99","","UNITA","567","",2,"",1998,1041,1041,1516,3,"Angola","540","","","","540","540","4","23,1",327,1998
327,"714","Angola","Government of Angola","99","Government of Namibia","UNITA","567","",2,"",1999,2273,2273,6431,4,"Namibia, Angola","540","565","","","540","565, 540","4","23,1",327,1999
327,"714","Angola","Government of Angola","99","Government of Namibia","UNITA","567","",2,"",2000,1000,404,3796,4,"Namibia, Angola","540","565","","","540","565, 540","4","23,1",327,2000
327,"714","Angola","Government of Angola","99","Government of Namibia","UNITA","567","",2,"",2001,1123,1123,2447,4,"Angola","540","565","","","540","540","4","23,1",327,2001
327,"714","Angola","Government of Angola","99","Government of Namibia","UNITA","567","",2,"",2002,465,461,465,4,"Angola","540","565","","","540","540","4","23,1",327,2002
13645,"14609","Yemen (North Yemen)","Government of Yemen (North Yemen)","123","","IS","234","",1,"Islamic State",2017,26,5,26,3,"Yemen (North Yemen)","678","","","","678","678","2","23,1",13645,2017
13645,"14609","Yemen (North Yemen)","Government of Yemen (North Yemen)","123","","IS","234","",1,"Islamic State",2020,33,11,62,3,"Yemen (North Yemen)","678","","","","678","678","2","23,1",13645,2020
13645,"14609","Yemen (North Yemen)","Government of Yemen (North Yemen)","123","","IS","234","",1,"Islamic State",2015,246,246,251,3,"Yemen (North Yemen)","678","","","","678","678","2","23,1",13645,2015
13646,"10589","Kenya","Government of Kenya","91","","Al-Shabaab","717","",1,"Northeastern Province and Coast",2016,49,49,83,3,"Somalia, Kenya","501","","","","501","520, 501","4","23,1",13646,2016
13646,"10589","Kenya","Government of Kenya","91","","Al-Shabaab","717","",1,"Northeastern Province and Coast",2017,85,83,110,3,"Kenya","501","","","","501","501","4","23,1",13646,2017
13646,"10589","Kenya","Government of Kenya","91","","Al-Shabaab","717","",1,"Northeastern Province and Coast",2018,69,59,147,3,"Kenya","501","","","","501","501","4","23,1",13646,2018
13646,"10589","Kenya","Government of Kenya","91","Government of United States of America","Al-Shabaab","717","",1,"Northeastern Province and Coast",2019,61,60,94,4,"Kenya","501","2","","","501","501","4","23,1",13646,2019
13646,"10589","Kenya","Government of Kenya","91","Government of United States of America","Al-Shabaab","717","",1,"Northeastern Province and Coast",2020,94,94,142,4,"Kenya","501","2","","","501","501","4","23,1",13646,2020
13646,"10589","Kenya","Government of Kenya","91","Government of United States of America","Al-Shabaab","717","",1,"Northeastern Province and Coast",2021,78,78,184,4,"Somalia, Kenya","501","2","","","501","520, 501","4","23,1",13646,2021
13646,"10589","Kenya","Government of Kenya","91","","Al-Shabaab","717","",1,"Northeastern Province and Coast",2022,72,71,148,3,"Kenya","501","","","","501","501","4","23,1",13646,2022
13646,"10589","Kenya","Government of Kenya","91","","Al-Shabaab","717","",1,"Northeastern Province and Coast",2015,42,40,117,3,"Somalia, Kenya","501","","","","501","520, 501","4","23,1",13646,2015
15183,"16474","Tanzania","Government of Tanzania","92","","IS","234","",1,"Islamic State",2020,25,22,26,3,"Tanzania","510","","","","510","510","4","23,1",15183,2020
13648,"14677","Egypt","Government of Egypt","117","","IS","234","",1,"Islamic State",2016,355,355,359,3,"Egypt","651","","","","651","651","2","23,1",13648,2016
13648,"14677","Egypt","Government of Egypt","117","","IS","234","",1,"Islamic State",2017,394,279,514,3,"Egypt","651","","","","651","651","2","23,1",13648,2017
13648,"14677","Egypt","Government of Egypt","117","","IS","234","",1,"Islamic State",2018,652,502,654,3,"Egypt","651","","","","651","651","2","23,1",13648,2018
13648,"14677","Egypt","Government of Egypt","117","","IS","234","",1,"Islamic State",2019,589,217,598,3,"Egypt","651","","","","651","651","2","23,1",13648,2019
13648,"14677","Egypt","Government of Egypt","117","","IS","234","",1,"Islamic State",2020,527,206,538,3,"Egypt","651","","","","651","651","2","23,1",13648,2020
13648,"14677","Egypt","Government of Egypt","117","","IS","234","",1,"Islamic State",2021,112,99,204,3,"Egypt","651","","","","651","651","2","23,1",13648,2021
13648,"14677","Egypt","Government of Egypt","117","","IS","234","",1,"Islamic State",2022,231,214,233,3,"Egypt","651","","","","651","651","2","23,1",13648,2022
13648,"14677","Egypt","Government of Egypt","117","","IS","234","",1,"Islamic State",2015,767,753,947,3,"Egypt","651","","","","651","651","2","23,1",13648,2015
329,"718","Ethiopia","Government of Ethiopia","97","","AIAI","542","",1,"Ogaden",1993,36,36,36,3,"Ethiopia","530","","","","530","530","4","23,1",329,1993
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",1994,50,50,50,3,"Ethiopia","530","","","","530","530","4","23,1",329,1994
329,"718, 719","Ethiopia","Government of Ethiopia","97","","AIAI, ONLF","497, 542","",1,"Ogaden",1996,211,211,481,3,"Somalia, Ethiopia","530","","","","530","530, 520","4","23,1",329,1996
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",1998,25,6,90,3,"Ethiopia","530","","","","530","530","4","23,1",329,1998
329,"718, 719","Ethiopia","Government of Ethiopia","97","","AIAI, ONLF","497, 542","",1,"Ogaden",1999,50,50,640,3,"Somalia, Ethiopia","530","","","","530","530, 520","4","23,1",329,1999
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",2000,25,0,855,3,"Ethiopia","530","","","","530","530","4","23,1",329,2000
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",2001,25,25,117,3,"Ethiopia","530","","","","530","530","4","23,1",329,2001
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",2002,25,25,637,3,"Ethiopia","530","","","","530","530","4","23,1",329,2002
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",2003,25,25,260,3,"Ethiopia","530","","","","530","530","4","23,1",329,2003
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",2004,25,25,525,3,"Somalia, Ethiopia","530","","","","530","530, 520","4","23,1",329,2004
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",2005,58,58,695,3,"Ethiopia","530","","","","530","530","4","23,1",329,2005
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",2006,25,0,818,3,"Ethiopia","530","","","","530","530","4","23,1",329,2006
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",2007,152,152,737,3,"Ethiopia","530","","","","530","530","4","23,1",329,2007
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",2008,25,25,416,3,"Ethiopia","530","","","","530","530","4","23,1",329,2008
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",2009,473,473,995,3,"Ethiopia","530","","","","530","530","4","23,1",329,2009
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",2010,126,123,1860,3,"Somalia, Ethiopia","530","","","","530","530, 520","4","23,1",329,2010
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",2011,25,25,379,3,"Kenya, Ethiopia","530","","","","530","530, 501","4","23,1",329,2011
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",2012,25,25,406,3,"Ethiopia","530","","","","530","530","4","23,1",329,2012
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",2013,52,52,908,3,"Ethiopia","530","","","","530","530","4","23,1",329,2013
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",2014,25,25,222,3,"Ethiopia","530","","","","530","530","4","23,1",329,2014
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",2015,25,0,138,3,"Ethiopia","530","","","","530","530","4","23,1",329,2015
329,"719","Ethiopia","Government of Ethiopia","97","","ONLF","497","",1,"Ogaden",2016,25,0,50,3,"Ethiopia","530","","","","530","530","4","23,1",329,2016
330,"720","Indonesia","Government of Indonesia","155","","CNRT","290","",1,"East Timor",1992,39,39,39,3,"Indonesia","850","","","","850","850","3","23,1",330,1992
330,"720","Indonesia","Government of Indonesia","155","","CNRT","290","",1,"East Timor",1997,51,51,79,3,"Indonesia","850","","","","850","850","3","23,1",330,1997
330,"720","Indonesia","Government of Indonesia","155","","CNRT","290","",1,"East Timor",1998,30,14,48,3,"Indonesia","850","","","","850","850","3","23,1",330,1998
330,"720","Indonesia","Government of Indonesia","155","","CNRT","290","",1,"East Timor",1999,26,26,30,3,"Indonesia","850","","","","850","850","3","23,1",330,1999
331,"721","Morocco","Government of Morocco","108","","POLISARIO","563","",1,"Sahrawi Arab Democratic Republic (Western Sahara)",1989,207,207,378,3,"Morocco","600","","","","600","600","4","23,1",331,1989
332,"722","Mozambique","Government of Mozambique","100","","Renamo","498","",2,"",2016,55,46,64,3,"Mozambique","541","","","","541","541","4","23,1",332,2016
332,"15516","Mozambique","Government of Mozambique","100","","ASWJ","7032","",2,"",2018,53,47,55,3,"Mozambique","541","","","","541","541","4","23,1",332,2018
332,"15516","Mozambique","Government of Mozambique","100","","ASWJ","7032","",2,"",2019,97,93,99,3,"Mozambique","541","","","","541","541","4","23,1",332,2019
332,"722","Mozambique","Government of Mozambique","100","Government of Zimbabwe (Rhodesia)","Renamo","498","",2,"",1989,1149,1144,3750,4,"Mozambique","541","552","","","541","541","4","23,1",332,1989
332,"722","Mozambique","Government of Mozambique","100","Government of Zimbabwe (Rhodesia)","Renamo","498","",2,"",1990,1577,327,1577,4,"Mozambique","541","552","","","541","541","4","23,1",332,1990
332,"722","Mozambique","Government of Mozambique","100","","Renamo","498","",2,"",1991,1326,365,2359,3,"Mozambique","541","","","","541","541","4","23,1",332,1991
332,"722","Mozambique","Government of Mozambique","100","","Renamo","498","",2,"",1992,309,309,445,3,"Mozambique","541","","","","541","541","4","23,1",332,1992
332,"722","Mozambique","Government of Mozambique","100","","Renamo","498","",2,"",2013,42,29,112,3,"Mozambique","541","","","","541","541","4","23,1",332,2013
332,"722","Mozambique","Government of Mozambique","100","","Renamo","498","",2,"",2014,30,22,35,3,"Mozambique","541","","","","541","541","4","23,1",332,2014
13653,"14685","India","Government of India","141","","UNLFW","6320","",1,"Western South East Asia",2016,47,47,69,3,"India","750","","","","750","750","3","23,1",13653,2016
13653,"14685","India","Government of India","141","","UNLFW","6320","",1,"Western South East Asia",2017,39,39,41,3,"India","750","","","","750","750","3","23,1",13653,2017
13653,"14685","India","Government of India","141","","UNLFW","6320","",1,"Western South East Asia",2018,27,26,28,3,"India","750","","","","750","750","3","23,1",13653,2018
13653,"14685","India","Government of India","141","","UNLFW","6320","",1,"Western South East Asia",2015,161,98,192,3,"India","750","","","","750","750","3","23,1",13653,2015
333,"732, 727, 726, 729, 724","Afghanistan","Government of Afghanistan","130","Government of Russia (Soviet Union)","Jam'iyyat-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Mahaz-i Milli-yi Islami-yi Afghanistan","294, 299, 296, 300, 292","",2,"",1989,5174,1904,17051,4,"Afghanistan","700","365","","","700","700","3","23,1",333,1989
333,"732, 727, 726, 733, 724","Afghanistan","Government of Afghanistan","130","","Military faction (forces of Shahnawaz Tanay), Jam'iyyat-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat","294, 301, 299, 300, 292","",2,"",1990,1478,1323,2275,3,"Afghanistan","700","","","","700","700","3","23,1",333,1990
333,"732, 726, 727, 724","Afghanistan","Government of Afghanistan","130","","Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Islami-yi Afghanistan","292, 299, 294, 300","",2,"",1991,3302,3156,3802,3,"Afghanistan","700","","","","700","700","3","23,1",333,1991
333,"726, 732, 724","Afghanistan","Government of Afghanistan","130","","Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan","292, 299, 300","",2,"",1992,4276,4259,5460,3,"Afghanistan","700","","","","700","700","3","23,1",333,1992
333,"734, 732, 726","Afghanistan","Government of Afghanistan","130","","Hizb-i Wahdat, Junbish-i Milli-yi Islami, Hizb-i Islami-yi Afghanistan","299, 302, 300","",2,"",1993,3721,3713,7805,3,"Afghanistan","700","","","","700","700","3","23,1",333,1993
333,"734, 732, 726","Afghanistan","Government of Afghanistan","130","","Hizb-i Wahdat, Junbish-i Milli-yi Islami, Hizb-i Islami-yi Afghanistan","299, 302, 300","",2,"",1994,8937,8937,11955,3,"Afghanistan","700","","","","700","700","3","23,1",333,1994
333,"735, 734, 732, 726","Afghanistan","Government of Afghanistan","130","","Hizb-i Wahdat, Junbish-i Milli-yi Islami, Taleban, Hizb-i Islami-yi Afghanistan","303, 299, 302, 300","",2,"",1995,5516,5516,6490,3,"Afghanistan, Pakistan","700","","","","700","770, 700","3","23,1",333,1995
333,"736, 735, 724","Afghanistan","Government of Afghanistan","130","","UIFSA, Jam'iyyat-i Islami-yi Afghanistan, Taleban","303, 292, 304","",2,"",1996,3177,3161,3638,3,"Afghanistan","700","","","","700","700","3","23,1",333,1996
333,"736","Afghanistan","Government of Afghanistan","130","","UIFSA","304","",2,"",1997,6396,4244,8281,3,"Afghanistan","700","","","","700","700","3","23,1",333,1997
333,"736","Afghanistan","Government of Afghanistan","130","","UIFSA","304","",2,"",1998,6256,6168,7698,3,"Afghanistan","700","","","","700","700","3","23,1",333,1998
333,"736","Afghanistan","Government of Afghanistan","130","","UIFSA","304","",2,"",1999,4629,4594,4945,3,"Afghanistan","700","","","","700","700","3","23,1",333,1999
333,"736","Afghanistan","Government of Afghanistan","130","","UIFSA","304","",2,"",2000,5235,4053,5511,3,"Afghanistan","700","","","","700","700","3","23,1",333,2000
333,"736","Afghanistan","Government of Afghanistan","130","","UIFSA","304","Government of Iran",2,"",2001,2328,2217,7657,4,"Afghanistan","700","","","630","700","700","3","23,1",333,2001
333,"726","Afghanistan","Government of Afghanistan","130","","Hizb-i Islami-yi Afghanistan","299","",2,"",2002,30,30,30,3,"Afghanistan","700","","","","700","700","3","23,1",333,2002
333,"735, 726","Afghanistan","Government of Afghanistan","130","Government of Denmark, Government of France, Government of Australia, Government of Germany, Government of Poland, Government of New Zealand, Government of Romania, Government of Norway, Government of Italy, Government of Netherlands, Government of United States of America, Government of United Kingdom","Taleban, Hizb-i Islami-yi Afghanistan","303, 299","",2,"",2003,660,646,984,4,"Afghanistan","700","900, 390, 290, 200, 2, 325, 360, 210, 220, 385, 920, 260","","","700","700","3","23,1",333,2003
333,"735","Afghanistan","Government of Afghanistan","130","Government of Spain, Government of France, Government of Germany, Government of Poland, Government of Belgium, Government of Romania, Government of Slovakia, Government of Portugal, Government of Czech Republic, Government of Pakistan, Government of Italy, Government of United States of America, Government of Canada, Government of United Kingdom","Taleban","303","",2,"",2004,711,669,1245,4,"Afghanistan, Pakistan","700","211, 290, 200, 2, 317, 325, 235, 230, 20, 360, 316, 220, 770, 260","","","700","770, 700","3","23,1",333,2004
333,"735","Afghanistan","Government of Afghanistan","130","Government of Denmark, Government of Spain, Government of France, Government of Australia, Government of Germany, Government of Poland, Government of Belgium, Government of Romania, Government of Norway, Government of Slovakia, Government of Pakistan, Government of Italy, Government of Netherlands, Government of United States of America, Government of Canada, Government of United Kingdom","Taleban","303","",2,"",2005,1628,1424,1992,4,"Afghanistan, Pakistan","700","900, 390, 211, 290, 200, 2, 317, 325, 230, 20, 360, 210, 220, 385, 770, 260","","","700","770, 700","3","23,1",333,2005
333,"735, 726","Afghanistan","Government of Afghanistan","130","Government of Germany, Government of Azerbaijan, Government of Slovakia, Government of Portugal, Government of Italy, Government of Netherlands, Government of Australia, Government of Finland, Government of France, Government of Belgium, Government of Croatia, Government of Romania, Government of Austria, Government of New Zealand, Government of Denmark, Government of Slovenia, Government of Greece, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Canada, Government of Iceland, Government of Luxembourg, Government of Hungary, Government of Ireland, Government of Lithuania, Government of North Macedonia, Government of Poland, Government of Spain, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Latvia, Government of United Kingdom","Taleban, Hizb-i Islami-yi Afghanistan","303, 299","",2,"",2006,4734,4665,5543,4,"Afghanistan, Pakistan","700","205, 317, 367, 343, 20, 316, 375, 225, 344, 390, 368, 339, 212, 325, 395, 230, 366, 349, 310, 305, 385, 770, 900, 211, 355, 373, 290, 200, 350, 380, 2, 235, 360, 210, 220, 920, 260, 640","","","700","770, 700","3","23,1",333,2006
333,"735","Afghanistan","Government of Afghanistan","130","Government of Germany, Government of Azerbaijan, Government of Jordan, Government of Slovakia, Government of Portugal, Government of Italy, Government of Netherlands, Government of Australia, Government of Finland, Government of France, Government of Belgium, Government of Croatia, Government of Romania, Government of Austria, Government of New Zealand, Government of Denmark, Government of Slovenia, Government of Greece, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Canada, Government of Iceland, Government of Luxembourg, Government of Hungary, Government of Ireland, Government of Lithuania, Government of North Macedonia, Government of Poland, Government of Spain, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Latvia, Government of United Kingdom","Taleban","303","",2,"",2007,6848,6303,8386,4,"Afghanistan, Pakistan","700","205, 317, 367, 343, 20, 316, 375, 225, 344, 390, 368, 339, 212, 325, 395, 230, 366, 663, 349, 310, 305, 385, 770, 900, 211, 355, 373, 290, 200, 350, 380, 2, 235, 360, 210, 220, 920, 260, 640","","","700","770, 700","3","23,1",333,2007
333,"735, 726","Afghanistan","Government of Afghanistan","130","Government of Germany, Government of Azerbaijan, Government of Slovakia, Government of Portugal, Government of Italy, Government of Netherlands, Government of Australia, Government of Finland, Government of France, Government of Belgium, Government of Croatia, Government of Romania, Government of Austria, Government of Georgia, Government of New Zealand, Government of Denmark, Government of Slovenia, Government of Greece, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Canada, Government of Iceland, Government of Luxembourg, Government of Hungary, Government of Ireland, Government of Lithuania, Government of Poland, Government of Spain, Government of Sweden, Government of Estonia, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Latvia, Government of United Kingdom","Taleban, Hizb-i Islami-yi Afghanistan","303, 299","",2,"",2008,5655,5204,7189,4,"Afghanistan, Pakistan","700","205, 317, 367, 20, 316, 375, 344, 390, 368, 339, 212, 325, 395, 230, 366, 349, 310, 305, 385, 770, 900, 211, 355, 373, 290, 200, 350, 380, 2, 235, 372, 360, 210, 220, 920, 260, 640","","","700","770, 700","3","23,1",333,2008
333,"735, 726","Afghanistan","Government of Afghanistan","130","Government of Germany, Government of Azerbaijan, Government of Slovakia, Government of Portugal, Government of Italy, Government of Netherlands, Government of Australia, Government of Finland, Government of France, Government of Belgium, Government of United Arab Emirates, Government of Singapore, Government of Croatia, Government of Romania, Government of Georgia, Government of New Zealand, Government of Denmark, Government of Slovenia, Government of Greece, Government of Bosnia-Herzegovina, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Canada, Government of Iceland, Government of Luxembourg, Government of Hungary, Government of Lithuania, Government of North Macedonia, Government of Poland, Government of Spain, Government of Sweden, Government of Ukraine, Government of Estonia, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Latvia, Government of United Kingdom","Taleban, Hizb-i Islami-yi Afghanistan","303, 299","",2,"",2009,6390,5659,8063,4,"Afghanistan, Pakistan","700","369, 346, 317, 367, 343, 20, 316, 375, 344, 390, 368, 339, 212, 325, 395, 230, 366, 349, 310, 696, 385, 830, 770, 900, 211, 355, 373, 290, 200, 350, 380, 2, 235, 372, 360, 210, 220, 920, 260, 640","","","700","770, 700","3","23,1",333,2009
333,"735, 726","Afghanistan","Government of Afghanistan","130","Government of Mongolia, Government of Germany, Government of Azerbaijan, Government of Jordan, Government of Slovakia, Government of Portugal, Government of Italy, Government of Netherlands, Government of Australia, Government of Finland, Government of France, Government of Belgium, Government of United Arab Emirates, Government of Singapore, Government of Croatia, Government of Romania, Government of Austria, Government of Georgia, Government of New Zealand, Government of Denmark, Government of Slovenia, Government of Armenia, Government of Greece, Government of South Korea, Government of Bosnia-Herzegovina, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Canada, Government of Iceland, Government of Luxembourg, Government of Hungary, Government of Ireland, Government of Lithuania, Government of North Macedonia, Government of Poland, Government of Spain, Government of Sweden, Government of Ukraine, Government of Estonia, Government of Malaysia, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Latvia, Government of Montenegro, Government of United Kingdom","Taleban, Hizb-i Islami-yi Afghanistan","303, 299","",2,"",2010,7038,6865,8465,4,"Afghanistan, Pakistan","700","369, 205, 346, 317, 367, 343, 20, 316, 375, 344, 390, 368, 732, 339, 212, 325, 395, 230, 366, 341, 663, 349, 712, 310, 696, 305, 371, 385, 830, 770, 900, 211, 355, 373, 290, 200, 350, 380, 820, 2, 235, 372, 360, 210, 220, 920, 260, 640","","","700","770, 700","3","23,1",333,2010
333,"735, 726","Afghanistan","Government of Afghanistan","130","Government of Mongolia, Government of Germany, Government of Azerbaijan, Government of Slovakia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Australia, Government of Finland, Government of France, Government of Belgium, Government of United Arab Emirates, Government of Singapore, Government of Croatia, Government of Romania, Government of Austria, Government of Georgia, Government of New Zealand, Government of Tonga, Government of Denmark, Government of Slovenia, Government of Armenia, Government of Greece, Government of South Korea, Government of Bosnia-Herzegovina, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Canada, Government of Iceland, Government of Luxembourg, Government of Hungary, Government of Ireland, Government of Lithuania, Government of North Macedonia, Government of Poland, Government of Spain, Government of Sweden, Government of Ukraine, Government of Estonia, Government of Malaysia, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Latvia, Government of Montenegro, Government of United Kingdom","Taleban, Hizb-i Islami-yi Afghanistan","303, 299","",2,"",2011,7423,7279,8290,4,"Afghanistan, Pakistan","700","369, 205, 92, 346, 317, 367, 343, 20, 972, 316, 375, 344, 390, 368, 732, 339, 212, 325, 395, 230, 366, 341, 349, 712, 310, 696, 305, 371, 385, 830, 770, 900, 211, 355, 373, 290, 200, 350, 380, 820, 2, 235, 372, 360, 210, 220, 920, 260, 640","","","700","770, 700","3","23,1",333,2011
333,"735","Afghanistan","Government of Afghanistan","130","Government of Mongolia, Government of Germany, Government of Azerbaijan, Government of Slovakia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Bahrain, Government of Australia, Government of Finland, Government of France, Government of Belgium, Government of United Arab Emirates, Government of Singapore, Government of Croatia, Government of Romania, Government of Austria, Government of Georgia, Government of New Zealand, Government of Tonga, Government of Denmark, Government of Slovenia, Government of Armenia, Government of Greece, Government of South Korea, Government of Bosnia-Herzegovina, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Canada, Government of Iceland, Government of Luxembourg, Government of Hungary, Government of Ireland, Government of Lithuania, Government of North Macedonia, Government of Poland, Government of Spain, Government of Sweden, Government of Ukraine, Government of Estonia, Government of Malaysia, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Latvia, Government of Montenegro, Government of United Kingdom","Taleban","303","",2,"",2012,7730,7558,8541,4,"Afghanistan, Pakistan","700","369, 205, 92, 346, 317, 367, 343, 20, 972, 316, 375, 344, 390, 368, 732, 339, 212, 325, 395, 230, 366, 341, 349, 712, 310, 692, 696, 305, 371, 385, 830, 770, 900, 211, 355, 373, 290, 200, 350, 380, 820, 2, 235, 372, 360, 210, 220, 920, 260, 640","","","700","770, 700","3","23,1",333,2012
333,"735, 726","Afghanistan","Government of Afghanistan","130","Government of Mongolia, Government of Germany, Government of Azerbaijan, Government of Slovakia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Australia, Government of Finland, Government of France, Government of Belgium, Government of United Arab Emirates, Government of Singapore, Government of Croatia, Government of Romania, Government of Austria, Government of Georgia, Government of New Zealand, Government of Tonga, Government of Denmark, Government of Slovenia, Government of Armenia, Government of Greece, Government of South Korea, Government of Bosnia-Herzegovina, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Canada, Government of Iceland, Government of Luxembourg, Government of Hungary, Government of Ireland, Government of Lithuania, Government of North Macedonia, Government of Poland, Government of Spain, Government of Sweden, Government of Ukraine, Government of Estonia, Government of Malaysia, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Latvia, Government of Montenegro, Government of United Kingdom","Taleban, Hizb-i Islami-yi Afghanistan","303, 299","",2,"",2013,8048,7612,10172,4,"Afghanistan, Pakistan","700","369, 205, 92, 346, 317, 367, 343, 20, 972, 316, 375, 344, 390, 368, 732, 339, 212, 325, 395, 230, 366, 341, 349, 712, 310, 696, 305, 371, 385, 830, 770, 900, 211, 355, 373, 290, 200, 350, 380, 820, 2, 235, 372, 360, 210, 220, 920, 260, 640","","","700","770, 700","3","23,1",333,2013
