"conflict_id","dyad_id","location_inc","side_a","side_a_id","side_a_2nd","side_b","side_b_id","side_b_2nd","incompatibility","territory_name","year","bd_best","bd_low","bd_high","type_of_conflict","battle_location","gwno_a","gwno_a_2nd","gwno_b","gwno_b_2nd","gwno_loc","gwno_battle","region","version","u_ucdp_conflict_year_conflict_id","u_ucdp_conflict_year_year"
13324,"14236","Tajikistan, Kyrgyzstan","Government of Kyrgyzstan","132","","Government of Tajikistan","131","",1,"Common Border",2021,56,56,56,2,"Tajikistan, Kyrgyzstan","703","","702","","702, 703","702, 703","3","23,1",13324,2021
13324,"14236","Tajikistan, Kyrgyzstan","Government of Kyrgyzstan","132","","Government of Tajikistan","131","",1,"Common Border",2022,152,152,158,2,"Tajikistan, Kyrgyzstan","703","","702","","702, 703","702, 703","3","23,1",13324,2022
13840,"14953","Burkina Faso","Government of Burkina Faso","78","Government of France","IS","234","",1,"Islamic State",2019,78,73,137,4,"Burkina Faso","439","220","","","439","439","4","23,1",13840,2019
13840,"14953","Burkina Faso","Government of Burkina Faso","78","Government of France","IS","234","",1,"Islamic State",2020,160,131,182,4,"Burkina Faso","439","220","","","439","439","4","23,1",13840,2020
13840,"14953","Burkina Faso","Government of Burkina Faso","78","Government of Mali, Government of Niger, Government of France, Government of Chad","IS","234","",1,"Islamic State",2021,170,152,176,4,"Burkina Faso","439","432, 436, 483, 220","","","439","439","4","23,1",13840,2021
13840,"14953","Burkina Faso","Government of Burkina Faso","78","Government of Niger, Government of France","IS","234","",1,"Islamic State",2022,404,254,422,4,"Burkina Faso","439","436, 220","","","439","439","4","23,1",13840,2022
13886,"14741","Jordan","Government of Jordan","120","","IS","234","",1,"Islamic State",2016,34,34,35,3,"Jordan, Syria","663","","","","663","663, 652","2","23,1",13886,2016
13902,"14701","Turkey","Government of Turkey","115","","IS","234","",1,"Islamic State",2016,1107,1102,1107,3,"Syria, Iraq, Turkey","640","","","","640","652, 640, 645","2","23,1",13902,2016
13902,"14701","Turkey","Government of Turkey","115","","IS","234","",1,"Islamic State",2017,750,683,902,3,"Syria, Turkey","640","","","","640","652, 640","2","23,1",13902,2017
13902,"14701","Turkey","Government of Turkey","115","","IS","234","",1,"Islamic State",2015,26,26,27,3,"Syria, Turkey","640","","","","640","652, 640","2","23,1",13902,2015
11342,"11971","India","Government of India","141","","GNLA","1163","",1,"Garoland",2012,27,23,27,3,"India","750","","","","750","750","3","23,1",11342,2012
11342,"11971","India","Government of India","141","","GNLA","1163","",1,"Garoland",2014,26,23,32,3,"India","750","","","","750","750","3","23,1",11342,2014
11344,"11977","Sudan","Government of Sudan","112","","Republic of South Sudan","1129","",1,"Abyei",2011,145,145,145,3,"Sudan","625","","","","625","625","4","23,1",11344,2011
11345,"12413","South Sudan","Government of South Sudan","113","","SPLM/A - IO","4226","",2,"",2016,735,734,1155,3,"South Sudan","626","","","","626","626","4","23,1",11345,2016
11345,"12413","South Sudan","Government of South Sudan","113","","SPLM/A - IO","4226","",2,"",2017,484,478,684,3,"South Sudan, Uganda","626","","","","626","500, 626","4","23,1",11345,2017
11345,"12413","South Sudan","Government of South Sudan","113","","SPLM/A - IO","4226","",2,"",2018,526,497,727,3,"South Sudan","626","","","","626","626","4","23,1",11345,2018
11345,"15195","South Sudan","Government of South Sudan","113","","NAS","6794","",2,"",2019,110,102,188,3,"South Sudan","626","","","","626","626","4","23,1",11345,2019
11345,"15195","South Sudan","Government of South Sudan","113","","NAS","6794","",2,"",2020,58,49,135,3,"South Sudan","626","","","","626","626","4","23,1",11345,2020
11345,"15195, 17033","South Sudan","Government of South Sudan","113","","SPLM/A - IO - Kitgwang, NAS","8201, 6794","",2,"",2021,188,188,209,3,"South Sudan","626","","","","626","626","4","23,1",11345,2021
11345,"11979, 11978","South Sudan","Government of South Sudan","113","","SSLM/A, SSDM/A","1124, 1108","",2,"",2011,216,216,326,3,"South Sudan","626","","","","626","626","4","23,1",11345,2011
11345,"11979","South Sudan","Government of South Sudan","113","","SSLM/A","1124","",2,"",2012,137,137,137,3,"South Sudan","626","","","","626","626","4","23,1",11345,2012
11345,"11805, 12413","South Sudan","Government of South Sudan","113","","SPLM/A - IO, SSDM/A - Cobra Faction","3563, 4226","",2,"",2013,926,926,2318,3,"South Sudan","626","","","","626","626","4","23,1",11345,2013
11345,"12413","South Sudan","Government of South Sudan","113","Government of Uganda","SPLM/A - IO","4226","",2,"",2014,1667,719,2993,4,"South Sudan","626","500","","","626","626","4","23,1",11345,2014
11345,"12413","South Sudan","Government of South Sudan","113","Government of Uganda","SPLM/A - IO","4226","",2,"",2015,493,492,522,4,"South Sudan","626","500","","","626","626","4","23,1",11345,2015
11346,"15225, 15333, 14059","Libya","Government of Libya","111","","Forces of Khalifa al-Ghawil, PFLL, Forces of the House of Representatives","6814, 5802, 6893","",2,"",2017,308,308,337,3,"Libya","620","","","","620","620","4","23,1",11346,2017
11346,"14059","Libya","Government of Libya","111","","Forces of the House of Representatives","5802","Government of United Arab Emirates, Government of Sudan",2,"",2019,1588,1381,1664,4,"Libya","620","","","696, 625","620","620","4","23,1",11346,2019
11346,"14059","Libya","Government of Libya","111","Government of Turkey","Forces of the House of Representatives","5802","",2,"",2020,668,564,784,4,"Libya","620","640","","","620","620","4","23,1",11346,2020
11346,"11980, 10885","Libya","Government of Libya","111","Government of Zimbabwe (Rhodesia)","NTC, Forces of Muammar Gaddafi","1127, 1126","",2,"",2011,3762,3722,6285,4,"Libya","620","552","","","620","620","4","23,1",11346,2011
11346,"15539","Libya","Government of Libya","111","","ASL","7046","",2,"",2013,31,17,61,3,"Libya","620","","","","620","620","4","23,1",11346,2013
11346,"14249, 14059","Libya","Government of Libya","111","","Zintan Military Council, Forces of the House of Representatives","5802, 5940","",2,"",2014,274,274,274,3,"Libya","620","","","","620","620","4","23,1",11346,2014
11346,"14059","Libya","Government of Libya","111","","Forces of the House of Representatives","5802","",2,"",2015,156,156,190,3,"Libya","620","","","","620","620","4","23,1",11346,2015
11347,"12575, 11986","Mali","Government of Mali","72","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Madagascar, Government of Niger, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Congo, Government of Liberia, Government of Ethiopia, Government of Chad, Government of United States of America, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Hungary, Government of Lithuania, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Yemen (North Yemen), Government of Turkey, Government of Sierra Leone, Government of United Kingdom","AQIM, Ansar Dine","1157, 539","",2,"",2016,96,96,111,4,"Mali","432","501, 92, 439, 516, 451, 530, 316, 760, 375, 420, 461, 678, 475, 811, 771, 390, 368, 225, 484, 438, 640, 325, 366, 471, 580, 404, 433, 710, 663, 452, 437, 651, 435, 310, 616, 305, 371, 385, 434, 436, 790, 211, 483, 200, 380, 2, 235, 450, 360, 210, 220, 260, 850","","","432","432","4","23,1",11347,2016
11347,"12575, 15108","Mali","Government of Mali","72","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Niger, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Hungary, Government of Lithuania, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Yemen (North Yemen), Government of Sierra Leone, Government of Latvia, Government of United Kingdom","AQIM, JNIM","6716, 539","",2,"",2017,312,303,414,4,"Mali","432","501, 92, 439, 516, 367, 451, 530, 316, 760, 375, 420, 461, 678, 475, 811, 771, 390, 368, 225, 438, 325, 366, 471, 404, 433, 710, 663, 452, 437, 651, 435, 310, 616, 305, 371, 385, 434, 436, 790, 211, 260, 483, 200, 780, 380, 2, 235, 450, 360, 210, 220, 346, 850","","","432","432","4","23,1",11347,2017
11347,"15108","Mali","Government of Mali","72","Government of Germany, Government of Ghana, Government of Mexico, Government of Senegal, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Madagascar, Government of New Zealand, Government of Niger, Government of Guatemala, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Canada, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Hungary, Government of Lithuania, Government of Spain, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","JNIM","6716","",2,"",2018,402,375,435,4,"Mali","432","501, 92, 920, 439, 516, 367, 451, 530, 20, 316, 760, 375, 420, 461, 475, 811, 771, 390, 368, 225, 438, 640, 325, 230, 366, 471, 580, 433, 710, 663, 452, 437, 651, 435, 310, 616, 305, 371, 385, 434, 436, 770, 790, 211, 260, 483, 90, 200, 780, 380, 2, 235, 450, 360, 210, 220, 70, 346, 850","","","432","432","4","23,1",11347,2018
11347,"15108","Mali","Government of Mali","72","Government of Germany, Government of Ghana, Government of Mexico, Government of Senegal, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Madagascar, Government of Niger, Government of Guatemala, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Canada, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Ireland, Government of Lithuania, Government of Spain, Government of Sweden, Government of Ukraine, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","JNIM","6716","",2,"",2019,422,421,566,4,"Mali","432","369, 205, 501, 92, 439, 516, 367, 451, 530, 20, 316, 760, 375, 420, 461, 475, 811, 771, 390, 368, 225, 438, 640, 325, 230, 366, 471, 580, 433, 710, 663, 452, 437, 651, 435, 616, 305, 371, 385, 434, 436, 770, 790, 211, 260, 483, 90, 200, 780, 380, 2, 235, 450, 360, 210, 220, 70, 346, 850","","","432","432","4","23,1",11347,2019
11347,"15108","Mali","Government of Mali","72","Government of Germany, Government of Ghana, Government of Mexico, Government of Iran, Government of Senegal, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Zambia, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of Australia, Government of Finland, Government of France, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Madagascar, Government of Niger, Government of Guatemala, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Canada, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Ireland, Government of Lithuania, Government of Spain, Government of Sweden, Government of Ukraine, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","JNIM","6716","",2,"",2020,517,498,650,4,"Mali","432","369, 205, 501, 92, 439, 516, 367, 451, 530, 20, 316, 760, 375, 420, 461, 475, 811, 771, 390, 368, 225, 438, 325, 230, 471, 366, 580, 433, 710, 663, 452, 437, 651, 435, 616, 305, 371, 385, 434, 436, 770, 790, 900, 551, 211, 260, 483, 90, 200, 780, 630, 380, 2, 235, 450, 360, 210, 220, 70, 346, 850","","","432","432","4","23,1",11347,2020
11347,"15108","Mali","Government of Mali","72","Government of Germany, Government of Ghana, Government of Mexico, Government of Iran, Government of Senegal, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Zambia, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of Australia, Government of Finland, Government of France, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Niger, Government of Guatemala, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Greece, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Canada, Government of Guinea, Government of Luxembourg, Government of Bhutan, Government of Burkina Faso, Government of Ireland, Government of Lithuania, Government of Spain, Government of Sweden, Government of Ukraine, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","JNIM","6716","",2,"",2021,616,578,660,4,"Mali","432","369, 205, 501, 92, 439, 516, 367, 451, 530, 20, 316, 760, 375, 420, 461, 475, 811, 771, 390, 368, 225, 438, 640, 212, 325, 230, 471, 366, 433, 710, 663, 452, 437, 651, 435, 616, 305, 371, 385, 434, 436, 770, 790, 900, 551, 211, 260, 483, 90, 200, 350, 780, 630, 380, 2, 235, 450, 360, 210, 220, 70, 346, 850","","","432","432","4","23,1",11347,2021
11347,"15108","Mali","Government of Mali","72","Government of Germany, Government of Ghana, Government of Mexico, Government of Iran, Government of Senegal, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of Australia, Government of Finland, Government of France, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Niger, Government of Guatemala, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Chad, Government of United States of America, Government of Canada, Government of Guinea, Government of Luxembourg, Government of Bhutan, Government of Burkina Faso, Government of Lithuania, Government of Spain, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","JNIM","6716","",2,"",2022,1113,1095,1246,4,"Mali, Burkina Faso","432","501, 92, 439, 516, 367, 451, 20, 316, 760, 375, 420, 461, 475, 811, 771, 390, 368, 225, 438, 640, 212, 325, 230, 366, 471, 433, 710, 663, 452, 437, 651, 435, 616, 305, 385, 434, 436, 770, 790, 900, 211, 90, 483, 200, 780, 630, 380, 2, 235, 450, 360, 210, 220, 70, 260, 850","","","432","432, 439","4","23,1",11347,2022
11347,"12575","Mali","Government of Mali","72","","AQIM","539","",2,"",2009,87,54,93,3,"Mali","432","","","","432","432","4","23,1",11347,2009
11347,"11986, 11987","Mali","Government of Mali","72","","Military faction (Red Berets), Ansar Dine","1157, 1164","",2,"",2012,87,83,270,3,"Mali","432","","","","432","432","4","23,1",11347,2012
11347,"12575, 11986, 12578, 12571","Mali","Government of Mali","72","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Italy, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Niger, Government of China, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Nigeria, Government of Rwanda, Government of Liberia, Government of Chad, Government of United States of America, Government of Guinea, Government of Burkina Faso, Government of Sweden, Government of Tajikistan, Government of Estonia, Government of Norway, Government of Yemen (North Yemen), Government of Sierra Leone, Government of United Kingdom","AQIM, Signed-in-Blood Battalion, Ansar Dine, MUJAO","1161, 3481, 1157, 539","",2,"",2013,836,836,1004,4,"Mali, Niger","432","439, 516, 451, 375, 678, 461, 475, 811, 771, 438, 325, 366, 404, 433, 710, 663, 452, 702, 437, 651, 435, 385, 434, 436, 517, 790, 211, 483, 200, 380, 2, 450, 220, 260","","","432","432, 436","4","23,1",11347,2013
11347,"12575, 12582","Mali","Government of Mali","72","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Italy, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Niger, Government of China, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Nigeria, Government of Rwanda, Government of Liberia, Government of Chad, Government of United States of America, Government of Guinea, Government of Burkina Faso, Government of Sweden, Government of Tajikistan, Government of Estonia, Government of Norway, Government of Sierra Leone, Government of United Kingdom","AQIM, al-Murabitun","4376, 539","",2,"",2014,95,95,129,4,"Mali","432","439, 516, 451, 375, 461, 475, 811, 771, 438, 325, 366, 404, 433, 710, 663, 452, 702, 437, 651, 435, 385, 434, 436, 517, 790, 211, 483, 200, 380, 2, 450, 220, 260","","","432","432","4","23,1",11347,2014
11347,"12575, 11986","Mali","Government of Mali","72","Government of Djibouti, Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Madagascar, Government of DR Congo (Zaire), Government of Niger, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Rwanda, Government of Cameroon, Government of Liberia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Yemen (North Yemen), Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","AQIM, Ansar Dine","1157, 539","",2,"",2015,74,72,109,4,"Mali","432","501, 92, 490, 439, 516, 367, 451, 316, 760, 375, 420, 461, 678, 475, 811, 771, 390, 225, 438, 640, 325, 471, 366, 580, 404, 433, 710, 663, 452, 437, 651, 435, 616, 522, 305, 371, 385, 434, 436, 517, 790, 211, 260, 483, 200, 380, 2, 235, 450, 360, 210, 220, 346, 850","","","432","432","4","23,1",11347,2015
11348,"11989","South Sudan, Sudan","Government of South Sudan","113","","Government of Sudan","112","",1,"Common border",2012,367,367,1099,2,"South Sudan, Sudan","626","","625","","626, 625","626, 625","4","23,1",11348,2012
11349,"11990","China","Government of China","135","","ETIM","1156","",1,"East Turkestan",2008,36,36,39,3,"China","710","","","","710","710","3","23,1",11349,2008
11350,"10985, 11991","Bangladesh","Government of Bangladesh","143","","PBCP-J, PBCP","805, 1165","",2,"",2005,62,61,68,3,"Bangladesh","771","","","","771","771","3","23,1",11350,2005
11350,"11991","Bangladesh","Government of Bangladesh","143","","PBCP-J","1165","",2,"",2006,57,57,58,3,"Bangladesh","771","","","","771","771","3","23,1",11350,2006
14935,"16023","Ethiopia","Government of Ethiopia","97","","Military faction (forces of Asaminew Tsige)","7438","",1,"Amhara",2019,27,27,27,3,"Ethiopia","530","","","","530","530","4","23,1",14935,2019
426,"891","Israel","Government of Israel","121","","Hezbollah","366","",1,"Southern Lebanon",1990,42,42,45,3,"Lebanon","666","","","","666","660","2","23,1",426,1990
426,"891","Israel","Government of Israel","121","","Hezbollah","366","",1,"Southern Lebanon",1991,28,28,31,3,"Lebanon","666","","","","666","660","2","23,1",426,1991
426,"891","Israel","Government of Israel","121","","Hezbollah","366","",1,"Southern Lebanon",1992,87,87,120,3,"Lebanon, Argentina, Israel","666","","","","666","666, 660, 160","2","23,1",426,1992
426,"891","Israel","Government of Israel","121","","Hezbollah","366","",1,"Southern Lebanon",1993,124,124,186,3,"Lebanon, Israel","666","","","","666","666, 660","2","23,1",426,1993
426,"891","Israel","Government of Israel","121","","Hezbollah","366","",1,"Southern Lebanon",1994,82,71,120,3,"Lebanon","666","","","","666","660","2","23,1",426,1994
426,"891","Israel","Government of Israel","121","","Hezbollah","366","",1,"Southern Lebanon",1995,74,71,85,3,"Lebanon, Israel","666","","","","666","666, 660","2","23,1",426,1995
426,"891","Israel","Government of Israel","121","","Hezbollah","366","",1,"Southern Lebanon",1996,95,93,103,3,"Lebanon, Israel","666","","","","666","666, 660","2","23,1",426,1996
426,"891","Israel","Government of Israel","121","","Hezbollah","366","",1,"Southern Lebanon",1997,82,82,90,3,"Lebanon","666","","","","666","660","2","23,1",426,1997
426,"891","Israel","Government of Israel","121","","Hezbollah","366","",1,"Southern Lebanon",1998,54,54,56,3,"Lebanon","666","","","","666","660","2","23,1",426,1998
426,"891","Israel","Government of Israel","121","","Hezbollah","366","",1,"Southern Lebanon",1999,41,41,42,3,"Lebanon","666","","","","666","660","2","23,1",426,1999
426,"891","Israel","Government of Israel","121","","Hezbollah","366","",1,"Southern Lebanon",2006,857,855,1160,3,"Lebanon, Israel","666","","","","666","666, 660","2","23,1",426,2006
13936,"14319","Pakistan","Government of Pakistan","142","","IS","234","",1,"Islamic State",2016,68,68,68,3,"Pakistan","770","","","","770","770","3","23,1",13936,2016
13936,"14319","Pakistan","Government of Pakistan","142","","IS","234","",1,"Islamic State",2017,80,80,81,3,"Pakistan","770","","","","770","770","3","23,1",13936,2017
13936,"14319","Pakistan","Government of Pakistan","142","","IS","234","",1,"Islamic State",2018,51,51,51,3,"Pakistan","770","","","","770","770","3","23,1",13936,2018
13936,"14319","Pakistan","Government of Pakistan","142","","IS","234","",1,"Islamic State",2019,29,29,29,3,"Pakistan","770","","","","770","770","3","23,1",13936,2019
13936,"14319","Pakistan","Government of Pakistan","142","","IS","234","",1,"Islamic State",2021,26,26,26,3,"Pakistan","770","","","","770","770","3","23,1",13936,2021
13936,"14319","Pakistan","Government of Pakistan","142","","IS","234","",1,"Islamic State",2022,29,25,30,3,"Afghanistan, Pakistan","770","","","","770","770, 700","3","23,1",13936,2022
11447,"10006","Ethiopia","Government of Ethiopia","97","","IGLF","1115","",1,"Hararghe",1991,100,100,100,3,"Ethiopia","530","","","","530","530","4","23,1",11447,1991
205,"406","Iran","Government of Iran","114","","KDPI","164","",1,"Kurdistan",2016,30,30,137,3,"Iraq, Iran","630","","","","630","630, 645","2","23,1",205,2016
205,"406","Iran","Government of Iran","114","","KDPI","164","",1,"Kurdistan",2018,44,33,78,3,"Iraq, Iran","630","","","","630","630, 645","2","23,1",205,2018
205,"406","Iran","Government of Iran","114","","KDPI","164","",1,"Kurdistan",1990,31,31,335,3,"Iran","630","","","","630","630","2","23,1",205,1990
205,"406","Iran","Government of Iran","114","","KDPI","164","",1,"Kurdistan",1993,110,110,110,3,"Iraq, Iran","630","","","","630","630, 645","2","23,1",205,1993
205,"406","Iran","Government of Iran","114","","KDPI","164","",1,"Kurdistan",1996,27,27,29,3,"Iraq, Iran","630","","","","630","630, 645","2","23,1",205,1996
209,"412, 411","Philippines","Government of Philippines","154","","CPP, Abenina & Zumel), Military faction (forces of Honasan","169, 170","",2,"",1989,822,801,885,3,"Philippines","840","","","","840","840","3","23,1",209,1989
209,"412, 411","Philippines","Government of Philippines","154","","CPP, Abenina & Zumel), Military faction (forces of Honasan","169, 170","",2,"",1990,1175,1171,1193,3,"Philippines","840","","","","840","840","3","23,1",209,1990
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",1991,1514,1514,1933,3,"Philippines","840","","","","840","840","3","23,1",209,1991
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",1992,430,430,454,3,"Philippines","840","","","","840","840","3","23,1",209,1992
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",1993,99,99,114,3,"Philippines","840","","","","840","840","3","23,1",209,1993
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",1994,69,69,73,3,"Philippines","840","","","","840","840","3","23,1",209,1994
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",1995,36,36,41,3,"Philippines","840","","","","840","840","3","23,1",209,1995
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",1997,32,32,32,3,"Philippines","840","","","","840","840","3","23,1",209,1997
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",1999,93,93,98,3,"Philippines","840","","","","840","840","3","23,1",209,1999
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2000,140,140,140,3,"Philippines","840","","","","840","840","3","23,1",209,2000
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2001,142,138,287,3,"Philippines","840","","","","840","840","3","23,1",209,2001
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2002,280,280,291,3,"Philippines","840","","","","840","840","3","23,1",209,2002
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2003,231,227,236,3,"Philippines","840","","","","840","840","3","23,1",209,2003
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2004,270,264,344,3,"Philippines","840","","","","840","840","3","23,1",209,2004
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2005,234,222,243,3,"Philippines","840","","","","840","840","3","23,1",209,2005
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2006,310,310,1018,3,"Philippines","840","","","","840","840","3","23,1",209,2006
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2007,132,132,1077,3,"Philippines","840","","","","840","840","3","23,1",209,2007
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2008,184,184,217,3,"Philippines","840","","","","840","840","3","23,1",209,2008
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2009,377,377,400,3,"Philippines","840","","","","840","840","3","23,1",209,2009
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2010,258,258,352,3,"Philippines","840","","","","840","840","3","23,1",209,2010
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2011,204,204,210,3,"Philippines","840","","","","840","840","3","23,1",209,2011
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2012,182,181,193,3,"Philippines","840","","","","840","840","3","23,1",209,2012
